tanggal,jenis_kejadian_bencana,keterangan_jkb,sumber_informasi,alamat_kejadian,kelurahan,kecamatan,wilayah,kerugian_jumlah_kk,taksiran_kerugian,periode_data
2018-04-21,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Gili Samping No 25,Kebon Jeruk,Kebun Jeruk,Kota Administrasi Jakarta Barat,0,3000000,2018-04-01
2018-04-21,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Kamal Raya ( Pom Bensin Cengkareng ),Cengkareng Timur,Cengkareng,Kota Administrasi Jakarta Barat,0,20000000,2018-04-01
2018-04-21,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Jembatan Besi II (Sekolah Candranaya ),Jembatan Besi,Tambora,Kota Administrasi Jakarta Barat,166,2000000000,2018-04-01
2018-04-22,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Kepa Duri ( Sekolah H.Marwah ),Duri Kepa,Kebun Jeruk,Kota Administrasi Jakarta Barat,0,0,2018-04-01
2018-04-22,Bantuan Operasi,Kesiagaan/Penjagaan,Masyarakat Datang,Jl.Medan Merdeka Selatan ( PatungKuda ),Gambir,Gambir,Kota Administrasi Jakarta Pusat,0,0,2018-04-01
2018-04-22,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Jl.Kali Baru,Kebon Kosong,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,2018-04-01
2018-04-22,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Jl. Gunung Sahari Raya, No. 26A",Pademangan Barat,Pademangan,Kota Administrasi Jakarta Utara,0,500000000,2018-04-01
2018-04-22,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,"Jl. Kamboja, Gg. Mushola, No. 16",Gandaria Utara,Kebayoran Baru,Kota Administrasi Jakarta Selatan,0,0,2018-04-01
2018-04-22,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Gang Serun,Ragunan,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,2018-04-01
2018-04-22,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Jl. Bintaro Raya, No.1B",Kebayoran lama selatan,Kebayoran Lama,Kota Administrasi Jakarta Selatan,0,2000000,2018-04-01
2018-04-22,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl. Kampung Baru 1,Kelapa Dua Wetan,Ciracas,Kota Administrasi Jakarta Timur,1,10000000,2018-04-01
2018-04-22,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,"Gereja GPDI Yordan, Jl. Kenangan, No. 24",Semper Barat,Cilincing,Kota Administrasi Jakarta Utara,0,0,2018-04-01
2018-04-22,Penyelamatan,Bencana Transportasi (operasi penyelamatan Transportasi).,Petugas Pemadam,Dermaga Pulau Panggang,Pulau Panggang,Kep. Seribu Utara,Kota Administrasi Jakarta Utara,0,50000000,2018-04-01
2018-04-22,Penyelamatan,Bencana pada Air (operasi penyelamatan pada Air),Jakarta Siaga 112,Jl. Pondok Pinang III (Kali Pesanggrahan),Pondok Pinang,Kebayoran Lama,Kota Administrasi Jakarta Selatan,0,0,2018-04-01
2018-04-22,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Jl. Medan Merdeka Selatan,Gambir,Gambir,Kota Administrasi Jakarta Pusat,0,0,2018-04-01
2018-04-22,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,Jl. Kalibaru Timur,Kebon Kosong,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,2018-04-01
2018-04-22,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,Jl. Bungur Besar Raya,Bungur,Senen,Kota Administrasi Jakarta Pusat,0,0,2018-04-01
2018-04-23,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Waru,Bambu Apus,Cipayung,Kota Administrasi Jakarta Timur,0,50000000,2018-04-01
2018-04-23,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Ruko Mitra Daya Sukses Mandiri Jl.Blok no 33 A,Cideng,Gambir,Kota Administrasi Jakarta Pusat,0,4000000,2018-04-01
2018-04-23,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Manunggal,Kelapa Dua Wetan,Ciracas,Kota Administrasi Jakarta Timur,0,600000000,2018-04-01
2018-04-23,Penyelamatan,Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,Jl. Pondok Pinang III (Kali Pesanggrahan),Pondok Pinang,Kebayoran Lama,Kota Administrasi Jakarta Selatan,0,0,2018-04-01
2018-04-23,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Taman Margasatwa,Jatipadang,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,2018-04-01
2018-04-23,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Gatot Subroto (MPR/DPR),Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,2018-04-01
2018-04-24,Penyelamatan,Pohon Tumbang,Masyarakat Datang,Rumah Dinas Pariwisata Pulau Karya,Pulau Panggang,Kep. Seribu Utara,Kota Administrasi Jakarta Utara,0,0,2018-04-01
2018-04-24,Penyelamatan,Pohon Tumbang,Petugas Instansi Lain,Jl.Cempaka Putih Tengah 30,Cempaka Putih Timur,Cempaka Putih,Kota Administrasi Jakarta Pusat,0,0,2018-04-01
2018-04-24,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl.Tebet Barat Dalam Blok IX A No 4,Tebet Barat,Tebet,Kota Administrasi Jakarta Selatan,0,0,2018-04-01
2018-04-25,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Kampung Irian III,Serdang,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,2018-04-01
2018-04-25,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,Jl. Danau Indah Selatan,Sunter Jaya,Tanjung Priok,Kota Administrasi Jakarta Utara,1,15000000,2018-04-01
2018-04-25,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Perumahan Sunter Paradies III Blok C No.1,Sunter Agung,Tanjung Priok,Kota Administrasi Jakarta Utara,0,0,2018-04-01
2018-04-25,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Damai P&K I,Petukangan Selatan,Pesanggrahan,Kota Administrasi Jakarta Selatan,1,5000000,2018-04-01
2018-04-25,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Perenja No.14,Bukit Duri,Tebet,Kota Administrasi Jakarta Selatan,1,1000000,2018-04-01
2018-04-25,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,"Jl. Utama Komplek Damtruk, No.15",Srengseng Sawah,Jagakarsa,Kota Administrasi Jakarta Selatan,0,0,2018-04-01
2018-04-26,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Raya Cakung Cilincing,Semper Barat,Cilincing,Kota Administrasi Jakarta Utara,0,0,2018-04-01
2018-04-26,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Jl. Raya Bekasi, Dibawah Fly Over Tol (Polsek Cakung)",Cakung Timur,Cakung,Kota Administrasi Jakarta Timur,0,150000000,2018-04-01
2018-04-26,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,Jl. Pisangan Baru Tengah No. 6,Pisangan Baru,Matraman,Kota Administrasi Jakarta Timur,0,5000000,2018-04-01
2018-04-26,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,"Jl. Condet Raya, No. 84",Batu Ampar,Kramat Jati,Kota Administrasi Jakarta Timur,0,0,2018-04-01
2018-04-26,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Kembang molek 4 blok J7,Kembangan Selatan,Kembangan,Kota Administrasi Jakarta Barat,0,10000000,2018-04-01
2018-04-27,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl.Tanah Tinggi No 10,Tanah Tinggi,Johar Baru,Kota Administrasi Jakarta Pusat,11,200000000,2018-04-01
2018-04-27,Penyelamatan,Pohon Tumbang,Petugas Pemadam,Jl.Raya Semanan,Semanan,Kalideres,Kota Administrasi Jakarta Barat,0,0,2018-04-01
2018-04-27,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl.Rasuna Said,Kuningan Timur,Setiabudi,Kota Administrasi Jakarta Selatan,0,0,2018-04-01
2018-04-27,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Jl.Mangga Besar XIII,Mangga Dua Selatan,Sawah Besar,Kota Administrasi Jakarta Pusat,0,0,2018-04-01
2018-04-27,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Jl.Medan Merdeka Selatan No 8-9,Gambir,Gambir,Kota Administrasi Jakarta Pusat,0,0,2018-04-01
2018-04-27,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Jl.Cikini Raya No 73,Menteng,Menteng,Kota Administrasi Jakarta Pusat,0,0,2018-04-01
2018-04-28,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Lapangan Silang Monas,Gambir,Gambir,Kota Administrasi Jakarta Pusat,0,0,2018-04-01
2018-04-28,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Komplek Jiexpo Kemayoran Area C1,Gunung Sahari Selatan,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,2018-04-01
2018-04-28,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Purnawarman,Selong,Kebayoran Baru,Kota Administrasi Jakarta Selatan,0,0,2018-04-01
2018-04-28,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"SDN 07 Utan Kayu, Jl. Kemuning",Utan Kayu Utara,Matraman,Kota Administrasi Jakarta Timur,0,1000000000,2018-04-01
2018-04-28,Penyelamatan,Bencana Transportasi (operasi penyelamatan Transportasi).,Masyarakat Datang,Jl. Cibunar,Duri Pulo,Gambir,Kota Administrasi Jakarta Pusat,0,0,2018-04-01
2018-04-28,Penyelamatan,Pohon Tumbang,Petugas Instansi Lain,Jl. Danau Sunter Barat Blok A4 No.11,Sunter Agung,Tanjung Priok,Kota Administrasi Jakarta Utara,0,0,2018-04-01
2018-04-28,Bantuan Operasi,Kesiagaan/Penjagaan,Masyarakat Datang,Jl. Pegangsaan Dua No.29,Tugu Selatan,Koja,Kota Administrasi Jakarta Utara,0,0,2018-04-01
2018-04-28,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl. Citra Garden I Blok D3,Kalideres,Kalideres,Kota Administrasi Jakarta Barat,0,0,2018-04-01
2018-04-29,Penyelamatan,Bencana Transportasi (operasi penyelamatan Transportasi).,Masyarakat Datang,Jl. Mardani Raya,Johar Baru,Johar Baru,Kota Administrasi Jakarta Pusat,0,0,2018-04-01
2018-04-29,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Jl. Mangga Besar 13 No. 11 A (RPTRA),Mangga Dua Selatan,Sawah Besar,Kota Administrasi Jakarta Pusat,0,0,2018-04-01
2018-04-29,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Silang Monas,Gambir,Gambir,Kota Administrasi Jakarta Pusat,0,0,2018-04-01
2018-04-29,Penyelamatan,Bencana pada Ketinggian (operasi penyelamatan Beda Ketinggian),Masyarakat Telepon,Jl. Ahmad Yani Kav. 6 (GRAHA BETEL),Cempaka Putih Timur,Cempaka Putih,Kota Administrasi Jakarta Pusat,0,0,2018-04-01
2018-04-29,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Menteng No. 5B Komplek Cakrawala 1,Lagoa,Koja,Kota Administrasi Jakarta Utara,0,0,2018-04-01
2018-04-29,Penyelamatan,Pengendalian Hewan,Petugas Instansi Lain,Jl. Bulak Sari No. 38,Pekayon,Pasar Rebo,Kota Administrasi Jakarta Timur,0,0,2018-04-01
2018-04-29,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Percetakan Negara IV ( Gudang Alfa Mart),Rawasari,Cempaka Putih,Kota Administrasi Jakarta Pusat,0,30000000,2018-04-01
2018-04-29,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Gedung Sekolah PKBM 37,Pulau Untung Jawa,Kep. Seribu Selatan,Kota Administrasi Jakarta Utara,0,0,2018-04-01
2018-04-30,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,"Jl. Tol Ir. Wiyoto Wiyono, Km. 9 + 400 (Arah Tanjung Priok )",Sunter Jaya,Tanjung Priok,Kota Administrasi Jakarta Utara,0,50000000,2018-04-01
2018-04-30,Penyelamatan,Pohon Tumbang,Masyarakat Datang,Jl.Gajah Mada ( Titik Kenal Perempatan Gajah Mada ),Kebon Kelapa,Gambir,Kota Administrasi Jakarta Pusat,0,0,2018-04-01
2018-04-30,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Terogong Raya ( Jakarta Internasional School ),Cilandak Barat,Cilandak,Kota Administrasi Jakarta Selatan,0,100000000,2018-04-01
2018-04-30,Penyelamatan,Bencana pada Ketinggian (operasi penyelamatan Beda Ketinggian),Masyarakat Datang,Jl.MT.Haryono ( depan superindo perempatan pancoran ),Tebet Barat,Tebet,Kota Administrasi Jakarta Selatan,0,0,2018-04-01
2018-04-30,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Taman Palem Mutiara,Cengkareng Timur,Cengkareng,Kota Administrasi Jakarta Barat,0,0,2018-04-01
2018-04-06,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl.Srengseng Sawah Gg.Buntu No 39,Srengseng Sawah,Jagakarsa,Kota Administrasi Jakarta Selatan,0,0,2018-04-01
2018-03-14,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Prajurit KKO Ussam Harun,Gambir,Gambir,Kota Administrasi Jakarta Pusat,0,20000000,2018-03-01
2018-03-14,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Raya Condet,Batu Ampar,Kramat Jati,Kota Administrasi Jakarta Timur,0,0,2018-03-01
2018-03-15,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,"Jl. Persahabatan Timur 1, No. 14",Rawamangun,Pulogadung,Kota Administrasi Jakarta Timur,0,0,2018-03-01
2018-03-15,Penyelamatan,Pengendalian Hewan,Petugas Pemadam,Jl. Tanjung Lekong,Bidara Cina,Jatinegara,Kota Administrasi Jakarta Timur,0,0,2018-03-01
2018-03-15,Penyelamatan,Pengendalian Hewan,Petugas Instansi Lain,Jl. Fajar Baru Utara,Cengkareng Timur,Cengkareng,Kota Administrasi Jakarta Barat,0,0,2018-03-01
2018-03-15,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,SPBU 34-14201 Jl. Boulevard Barat Raya Blok B no. 2,Kelapa Gading Barat,Kelapa Gading,Kota Administrasi Jakarta Utara,0,0,2018-03-01
2018-03-16,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. H. Ten 2 No.24,Rawamangun,Pulogadung,Kota Administrasi Jakarta Timur,0,30000000,2018-03-01
2018-03-16,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Jl. Ismail, No. 25",Kebayoran lama selatan,Kebayoran Lama,Kota Administrasi Jakarta Selatan,0,1000000,2018-03-01
2018-03-16,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Warung Buncit Raya No. 17,Kalibata,Pancoran,Kota Administrasi Jakarta Selatan,0,10000000,2018-03-01
2018-03-16,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Mangga 17,Duri Kepa,Kebun Jeruk,Kota Administrasi Jakarta Barat,10,150000000,2018-03-01
2018-03-16,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Padamulya IV Petak Kodok,Angke,Tambora,Kota Administrasi Jakarta Barat,1,30000000,2018-03-01
2018-03-16,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Jl. Matraman Dalam III No.14,Pegangsaan,Menteng,Kota Administrasi Jakarta Pusat,0,0,2018-03-01
2018-03-16,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Kalibaru Timur 3,Bungur,Senen,Kota Administrasi Jakarta Pusat,0,2000000,2018-03-01
2018-03-16,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Komp. PPOP Ragunan,Ragunan,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,2018-03-01
2018-03-16,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. H. Kopir 1,Gunung,Kebayoran Baru,Kota Administrasi Jakarta Selatan,0,0,2018-03-01
2018-03-16,Kebakaran,Bencana Kebakaran,Jakarta Siaga 112,Jl. Tanah Sereal Gg. Pucuk 1,Tanah Sereal,Tambora,Kota Administrasi Jakarta Barat,0,0,2018-03-01
2018-03-16,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Pagelaran,Lubang Buaya,Cipayung,Kota Administrasi Jakarta Timur,0,0,2018-03-01
2018-03-17,Penyelamatan,Pohon Tumbang,Masyarakat Datang,Jl. Raya Penggilingan,Penggilingan,Cakung,Kota Administrasi Jakarta Timur,0,0,2018-03-01
2018-03-17,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jl. Warakas V, Gg. 1, No.97A",Warakas,Tanjung Priok,Kota Administrasi Jakarta Utara,1,50000000,2018-03-01
2018-03-17,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Rusun Apron IV, Blok Lt. Dasar",Kebon Kosong,Kemayoran,Kota Administrasi Jakarta Pusat,0,50000000,2018-03-01
2018-03-17,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Kapitan Titik Kenal Lampu Merah Dermaga,Klender,Duren Sawit,Kota Administrasi Jakarta Timur,0,0,2018-03-01
2018-03-17,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Kali Baru Timur No.15,Kalibaru,Cilincing,Kota Administrasi Jakarta Utara,2,20000000,2018-03-01
2018-03-17,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jl. Poltangen Raya, No.39",Pejaten Timur,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,200000000,2018-03-01
2018-03-17,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Letjen S. Parman No.1,Tanjung Duren Utara,Grogol Petamburan,Kota Administrasi Jakarta Barat,0,300000000,2018-03-01
2018-03-18,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Perumahan Green Garden,Kedoya Utara,Kebun Jeruk,Kota Administrasi Jakarta Barat,0,3000000,2018-03-01
2018-03-18,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Kali Anyar VIII,Kali Anyar,Tambora,Kota Administrasi Jakarta Barat,0,80000000,2018-03-01
2018-03-18,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,"Jl. Srengseng Sawah No, 33",Srengseng Sawah,Jagakarsa,Kota Administrasi Jakarta Selatan,0,0,2018-03-01
2018-03-18,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,Jl. Tambak (Depan RSIA Tambak),Pegangsaan,Menteng,Kota Administrasi Jakarta Pusat,0,0,2018-03-01
2018-03-18,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,"Jl. Cideng Timur, No. 11 H",Duri Pulo,Gambir,Kota Administrasi Jakarta Pusat,0,0,2018-03-01
2018-03-18,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Karang Pola 2 Dalam,Jatipadang,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,2018-03-01
2018-03-19,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Permata,Kebon Pala,Makasar,Kota Administrasi Jakarta Timur,1,120000000,2018-03-01
2018-03-19,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,"Jl. H. Lebar, Blok 99, No. 7, Kav. DKI",Meruya Utara,Kembangan,Kota Administrasi Jakarta Barat,0,0,2018-03-01
2018-03-19,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Jl. Kalibata, Gg. H. Nama, No. 70",Srengseng Sawah,Jagakarsa,Kota Administrasi Jakarta Selatan,1,5000000,2018-03-01
2018-03-19,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Raya Penggilingan,Penggilingan,Cakung,Kota Administrasi Jakarta Timur,0,300000,2018-03-01
2018-03-19,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Karawang No. 3,Menteng,Menteng,Kota Administrasi Jakarta Pusat,0,0,2018-03-01
2018-03-19,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. H. Mugeni ( Masjid Al-Barkah ),Pisangan Timur,Pulogadung,Kota Administrasi Jakarta Timur,0,300000,2018-03-01
2018-03-19,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,"Jl,. Gatot Subroto ( Gedung Nusantara 3 )",Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,5000000,2018-03-01
2018-03-19,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Taman Surya Agung Pegadungan B:E5,Pegadungan,Kalideres,Kota Administrasi Jakarta Barat,0,0,2018-03-01
2018-03-19,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Kramat Pulo Dalam 2 Gg. 20,Kramat,Senen,Kota Administrasi Jakarta Pusat,0,0,2018-03-01
2018-03-20,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Komplek Bulog Pos Pengumben Blok 1 No.11,Sukabumi Selatan,Kebun Jeruk,Kota Administrasi Jakarta Barat,0,0,2018-03-01
2018-03-20,Penyelamatan,Pohon Tumbang,Jakarta Siaga 112,Jl. Haji Raya No.11,Gandaria Utara,Kebayoran Baru,Kota Administrasi Jakarta Selatan,0,0,2018-03-01
2018-03-20,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Bintaro,Kampung Tengah,Kramat Jati,Kota Administrasi Jakarta Timur,0,0,2018-03-01
2018-03-20,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl. Kedoya Azalea IX Blok A8 No.12,Kedoya Selatan,Kebun Jeruk,Kota Administrasi Jakarta Barat,0,0,2018-03-01
2018-03-20,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Gg. PTIQ,Lebak Bulus,Cilandak,Kota Administrasi Jakarta Selatan,0,0,2018-03-01
2018-03-20,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"RS. Siloam, Jl. R.A. Kartini",Cilandak Barat,Cilandak,Kota Administrasi Jakarta Selatan,0,0,2018-03-01
2018-03-21,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Gang Masjid No.43,Semper Barat,Cilincing,Kota Administrasi Jakarta Utara,1,3000000,2018-03-01
2018-03-21,Penyelamatan,Pohon Tumbang,Masyarakat Datang,"Jl. Pelepah Elok No. 5, Blok. 1C (samping pos)",Kelapa Gading Barat,Kelapa Gading,Kota Administrasi Jakarta Utara,0,0,2018-03-01
2018-03-21,Kebakaran,Bencana Kebakaran,Petugas Pemadam,"Jl. Inpres II, No. 52",Kampung Tengah,Kramat Jati,Kota Administrasi Jakarta Timur,0,5000000,2018-03-01
2018-03-21,Penyelamatan,Operasi Penyelamatan Lainnya,Petugas Instansi Lain,Jl. Raya Kalimalang ( AETRA Kalimalang ),Pondok Kelapa,Duren Sawit,Kota Administrasi Jakarta Timur,0,0,2018-03-01
2018-03-21,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,"Jl. Gedung Hijau I, No. 21",Pondok Pinang,Kebayoran Lama,Kota Administrasi Jakarta Selatan,0,0,2018-03-01
2018-03-21,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,"Jl. Boulevard Artha, Blok D-06 ( Erha Clinic )",Kelapa Gading Barat,Kelapa Gading,Kota Administrasi Jakarta Utara,0,0,2018-03-01
2018-03-21,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Komplek Cilangkap Residence,Cilangkap,Cipayung,Kota Administrasi Jakarta Timur,0,0,2018-03-01
2018-03-21,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,RPTRA kelurahan Gondangdia,gondangdia,Menteng,Kota Administrasi Jakarta Pusat,0,0,2018-03-01
2018-03-21,Penyelamatan,Bencana pada Ketinggian (operasi penyelamatan Beda Ketinggian),Petugas Instansi Lain,"Jl. Abdul Muis, No. 66 ( Gedung Dinas Teknis )",Petojo Selatan,Gambir,Kota Administrasi Jakarta Pusat,0,0,2018-03-01
2018-03-21,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,JL. Desa Putra ( MTSN 4 ),Srengseng Sawah,Jagakarsa,Kota Administrasi Jakarta Selatan,0,0,2018-03-01
2018-03-21,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,"Gg. Asem, No. 135",Ciracas,Ciracas,Kota Administrasi Jakarta Timur,0,0,2018-03-01
2018-03-22,Penyelamatan,Pohon Tumbang,Petugas Pemadam,Jl. Raya Joglo,Joglo,Kembangan,Kota Administrasi Jakarta Barat,0,0,2018-03-01
2018-03-22,Penyelamatan,Pohon Tumbang,Masyarakat Datang,Jl.Jatinegara Kaum ( PDAM ),Jatinegara Kaum,Pulogadung,Kota Administrasi Jakarta Timur,0,25000000,2018-03-01
2018-03-22,Penyelamatan,Pohon Tumbang,Masyarakat Datang,Jl.Komarudin,Cakung Timur,Cakung,Kota Administrasi Jakarta Timur,0,0,2018-03-01
2018-03-22,Penyelamatan,Pohon Tumbang,Masyarakat Datang,Jl.Dr.Krt Radjiman Widyodiningrat,Jatinegara,Cakung,Kota Administrasi Jakarta Timur,0,0,2018-03-01
2018-03-22,Penyelamatan,Pohon Tumbang,Masyarakat Datang,Jl.Tipar Cakung,Cakung Barat,Cakung,Kota Administrasi Jakarta Timur,0,0,2018-03-01
2018-03-22,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Komplek Gren Garden Blok A 15 No 10,Rorotan,Cilincing,Kota Administrasi Jakarta Utara,0,200000,2018-03-01
2018-03-29,Penyelamatan,Pertolongan Gawat Darurat (Ambulan).,Jakarta Siaga 112,"Pluit Village, Jl. Pluit Indah Raya",Pluit,Penjaringan,Kota Administrasi Jakarta Utara,0,0,2018-03-01
2018-03-29,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Budi Mulya,Pademangan Barat,Pademangan,Kota Administrasi Jakarta Utara,0,0,2018-03-01
2018-03-29,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl. Jembatan Lima Raya,Jembatan Lima,Tambora,Kota Administrasi Jakarta Barat,0,2000000,2018-03-01
2018-03-29,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Perumahan Taman Kota Blok A1,Kembangan Utara,Kembangan,Kota Administrasi Jakarta Barat,400,5000000000,2018-03-01
2018-03-29,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Warakas VI, Gg.21",Warakas,Tanjung Priok,Kota Administrasi Jakarta Utara,1,5000000,2018-03-01
2018-03-29,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Hos Cokroaminoto No.62A,gondangdia,Menteng,Kota Administrasi Jakarta Pusat,0,300000,2018-03-01
2018-03-29,Penyelamatan,Pengendalian Hewan,Petugas Instansi Lain,"SDN Jatipadang 05 Pagi, Jl. Raya Ragunan No.40",Jatipadang,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,2018-03-01
2018-03-30,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,"Jl. Lontar Raya, No. 320",Tanjung Duren Utara,Grogol Petamburan,Kota Administrasi Jakarta Barat,0,0,2018-03-01
2018-03-30,Penyelamatan,Bencana pada Ketinggian (operasi penyelamatan Beda Ketinggian),Masyarakat Datang,"JL. Jend. Sudirman, titik kenal lapangan baseball",Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,2018-03-01
